ID,name,score,release_date_pc_gamer,date
93,Pro Evolution Soccer 2016 review,69,,08 October 2015
94,Armikrog review,46,,08 October 2015
95,Civilization: Beyond Earth – Rising Tide review,73,,08 October 2015
96,The Beginner's Guide review,69,,06 October 2015
97,Razer Mamba review,81,,02 October 2015
98,Viewsonic VX2475 Smhl-4K Review,80,,02 October 2015
99,OCZ Trion 100 480GB Review,65,,01 October 2015
100,Else Heart.Break() review,86,,01 October 2015
101,Undertale review,91,,29 September 2015
102,Samsung SM951 NVMe 256GB Review,90,,29 September 2015
103,FIFA 16 review,76,,29 September 2015
104,World of Warships review,80,,29 September 2015
105,Cities: Skylines - After Dark review,80,,24 September 2015
106,Blood Bowl 2 review,60,,22 September 2015
107,Skyshine's Bedlam review,72,,22 September 2015
108,Dragon Age Inquisition: Trespasser review,77,,22 September 2015
109,SOMA review,80,,21 September 2015
110,Review: MSI GT80 Titan,90,,21 September 2015
111,Lovers in a Dangerous Spacetime review,86,,16 September 2015
112,Review: KOR-FX Gaming Vest,70,,16 September 2015
113,"Warhammer 40,000: Regicide review",70,,15 September 2015
114,Dropsy review,78,,14 September 2015
115,AMD R9 Nano Review,95,,10 September 2015
116,Mad Max review,77,,08 September 2015
117,Metal Gear Solid V: The Phantom Pain review,93,,07 September 2015
118,Act of Aggression review,70,,02 September 2015
119,Synology DiskStation DS415play NAS Review,90,,02 September 2015
120,Final Fantasy Type-0 review,58,,01 September 2015
121,Shadowrun: Hong Kong review,70,,28 August 2015
122,Pillars of Eternity: The White March Part I review,70,,28 August 2015
123,Super Mega Baseball: Extra Innings review,82,,26 August 2015
124,QNAP TurboNAS TS-451 Review,90,,26 August 2015
125,Dragon Age Inquistion: The Descent review,60,,25 August 2015
126,Satellite Reign review,80,,24 August 2015
127,Zombi review,55,,21 August 2015
128,Nvidia GeForce GTX 950 Review,85,,20 August 2015
129,Sentris review,62,,19 August 2015
130,Volume review,72,,18 August 2015
131,Digital Storm Bolt 3 Review,85,,17 August 2015
132,Beyond Eyes review,75,,17 August 2015
133,Victor Vran review,82,,14 August 2015
134,Synology DiskStation DS2415+ NAS Review,90,,13 August 2015
135,Nvidia Shield Review (2015),90,,11 August 2015
136,Kyn review,60,,10 August 2015
137,Five Nights at Freddy's 4 review,70,,05 August 2015
138,Intel Skylake Review,85,,05 August 2015
139,Contradiction review,58,,04 August 2015
140,Intel SSD 750 1.2TB Review,90,,03 August 2015
141,Acer XG270HU Review,70,,03 August 2015
142,Samsung SM951 Review,90,,03 August 2015
143,Audio-Technica ATH-PDG1 Review,80,,03 August 2015
144,Asus R9 Fury Strix Review,90,,03 August 2015
145,King's Quest: A Knight to Remember review,71,,31 July 2015
146,Windows 10 Review,85,,29 July 2015
147,Samsung SM951 M.2 SSD review,87,,28 July 2015
148,Way of the Samurai 4 review,60,,28 July 2015
149,The Swindle review,80,,27 July 2015
150,The Talos Principle: Road to Gehenna review,85,,24 July 2015
0,MSI MAG B460M Mortar WiFi review,92,,06 July 2020
1,Samsung 870 QVO 1TB SSD review,70,,30 June 2020
2,Viotek GNV34DBE curved gaming monitor review,75,,26 June 2020
3,Crucial P2 500GB PCIe M.2 SSD review,63,,26 June 2020
4,Summer in Mara review,52,,25 June 2020
5,Sabrent Rocket 2TB PCIe 4.0 SSD review,93,,24 June 2020
6,Asus ROG Zephyrus Duo 15 review,81,,22 June 2020
7,Addlink S90 1TB PCIe 4.0 NVMe SSD review,88,,22 June 2020
8,West of Dead review,83,,18 June 2020
9,Elgato Wave: 3 microphone review,90,,18 June 2020
10,Acer Predator Triton 500 gaming laptop review,85,,16 June 2020
11,Adata XPG Xenia 15 review,89,,15 June 2020
12,Asus ROG Maximus XII Extreme review,84,,15 June 2020
13,Persona 4 Golden review,87,,13 June 2020
14,Desperados 3 review,86,,12 June 2020
15,Beyond Blue review,71,,11 June 2020
16,Sabrent Rocket Q 4TB NVMe SSD review,92,,09 June 2020
17,JLab Audio Talk GO microphone review,80,,05 June 2020
18,Valorant review,90,,04 June 2020
19,Monster Train review,77,,03 June 2020
20,Intel Core i5 10600K review,87,,03 June 2020
21,Intel Core i9 10900K review ,84,,03 June 2020
22,Astro A50 Wireless gaming headset review,65,,02 June 2020
23,Gigabyte Aorus 17G XB gaming laptop review,87,,02 June 2020
24,Timelie review,73,,29 May 2020
25,Deep Rock Galactic review,79,,29 May 2020
26,Logitech G915 TKL gaming keyboard review,82,,29 May 2020
27,Dell G5 15 SE gaming laptop review,84,,28 May 2020
28,MSI Optix MAG272CQR review,81,,28 May 2020
29,Crucible review,48,,27 May 2020
30,Razer Deathadder V2 review,88,,27 May 2020
31,Minecraft Dungeons review,75,,27 May 2020
32,Secretlab Omega review,90,,27 May 2020
33,AMD Radeon RX 5500 XT 8GB review,83,,27 May 2020
34,Nvidia GeForce RTX 2080 Ti Founders Edition review,84,,27 May 2020
35,Intel Core i9 9900K review,79,,27 May 2020
36,Acer Predator XB273K gaming monitor review,90,,27 May 2020
37,Valve Index review,85,,27 May 2020
38,Logitech G Pro X gaming headset review,71,,22 May 2020
39,Maneater review,65,,22 May 2020
40,HyperX x Ducky One 2 Mini gaming keyboard review,80,,14 May 2020
41,AMD Ryzen 3 3100 CPU review,80,,13 May 2020
42,Super Mega Baseball 3 review,90,,12 May 2020
43,NZXT H1 PC case review,91,,11 May 2020
44,Before We Leave review,71,,11 May 2020
45,AMD Ryzen 3 3300X CPU Review,90,,07 May 2020
46,Logitech G203 Lightsync gaming mouse review,80,,06 May 2020
47,JBL Quantum One gaming headset review,72,,04 May 2020
48,Acer Predator CG437K gaming monitor review,72,,30 April 2020
49,MSI GS66 Stealth 10SGS gaming laptop review,79,,30 April 2020
50,Streets of Rage 4 review,76,,29 April 2020
51,MSI GF65 THIN 9SEXR gaming laptop review,74,,28 April 2020
52,SnowRunner review,83,,27 April 2020
53,Gears Tactics review,83,,27 April 2020
54,Elgato 4K60 S+ Capture Card review,70,,24 April 2020
55,Cloudpunk review,80,,23 April 2020
56,XCOM: Chimera Squad review,72,,23 April 2020
57,PC Specialist Nova X1 review,86,,22 April 2020
58,Asus TUF A15 gaming laptop review,91,,17 April 2020
59,Corsair Dark Core RGB Pro SE wireless gaming mouse review,80,,16 April 2020
60,ROG Strix XG17AHPE portable monitor review,87,,09 April 2020
61,The Complex review,52,,09 April 2020
62,PowerA Spectra Enhanced Wired Controller review,70,,01 April 2020
63,In Other Waters review,80,,01 April 2020
64,Bleeding Edge review,58,,30 March 2020
65,Resident Evil 3 Remake review,58,,30 March 2020
66,Asus ROG Zephyrus G14 gaming laptop review,88,,30 March 2020
67,Noblechairs Epic Black Edition review,91,,26 March 2020
68,Western Digital WD Black P10 Game Drive 5TB Review,85,,25 March 2020
69,Half-Life: Alyx review,92,,23 March 2020
70,HTC Vive Cosmos Elite review,74,,23 March 2020
71,Doom Eternal review,94,,17 March 2020
72,Panzer Corps 2 review,75,,14 March 2020
73,Call of Duty: Warzone review,82,,13 March 2020
74,Murder by Numbers review,71,,13 March 2020
75,Romance of the Three Kingdoms 14 review,59,,12 March 2020
76,Asus Huracan G21 gaming desktop review,85,,12 March 2020
77,Razer Basilisk V2 review,89,,11 March 2020
78,Halo: Combat Evolved Anniversary review,85,,11 March 2020
79,"Yes, Your Grace review",72,,11 March 2020
80,Ori and the Will of the Wisps review,81,,10 March 2020
81,Black Mesa review,84,,05 March 2020
82,Bloodroots review,78,,27 February 2020
83,Corruption 2029 review,68,,25 February 2020
84,Besiege review,85,,25 February 2020
85,Wolcen: Lords of Mayhem review,58,,24 February 2020
86,The Suicide of Rachel Foster review,40,,24 February 2020
87,Lair of the Clockwork God review,83,,21 February 2020
88,Logitech StreamCam review,85,,20 February 2020
89,Daemon X Machina review,73,,19 February 2020
90,LUNA The Shadow Dust review,72,,14 February 2020
91,Kentucky Route Zero review,87,,12 February 2020
92,Through the Darkest of Times review,87,,11 February 2020
93,The Pedestrian review,75,,10 February 2020
94,The Walking Dead: Saints & Sinners review,88,,06 February 2020
95,The Dark Crystal: Age of Resistance Tactics review,75,,06 February 2020
96,Legends of Runeterra review,85,,04 February 2020
97,Might & Magic: Chess Royale review,70,,04 February 2020
98,Zombie Army 4: Dead War review,70,,03 February 2020
99,Warcraft 3: Reforged review,59,,03 February 2020
100,Corsair Vengeance 6182 gaming desktop review,90,,28 January 2020
101,Journey to the Savage Planet review,84,,27 January 2020
102,HyperX Pulsefire Dart review,70,,25 January 2020
103,Dragon Ball Z: Kakarot review,76,,21 January 2020
104,AMD Radeon RX 5600 XT review,84,,21 January 2020
105,Super Crush KO review,53,,16 January 2020
106,Avicii Invector review,82,,16 January 2020
107,The White Door review,77,,15 January 2020
108,Monster Hunter World: Iceborne review,82,,07 January 2020
109,HyperX Cloud Alpha S review,82,,23 December 2019
110,Razer Basilisk X Hyperspeed review,81,,19 December 2019
111,Transport Fever 2 review,72,,18 December 2019
112,Detroit: Become Human review,61,,17 December 2019
113,Wattam review,76,,16 December 2019
114,Vampire: The Masquerade—Coteries of New York review,77,,13 December 2019
115,AMD Radeon RX 5500 XT 4GB review,85,,12 December 2019
116,Dragon Quest Builders 2 review,84,,11 December 2019
117,MechWarrior 5: Mercenaries review,80,,10 December 2019
118,Life is Strange 2 review,68,,10 December 2019
119,Turtle Beach Elite Atlas Aero gaming headset review,88,,09 December 2019
120,Espire 1: VR Operative review,65,,09 December 2019
121,Razer Kraken Ultimate gaming headset review,85,,06 December 2019
122,Halo: Reach review,76,,06 December 2019
123,Mosaic review,61,,05 December 2019
124,Darksiders Genesis review,81,,04 December 2019
125,Phoenix Point review,77,,03 December 2019
126,Shenmue 3 review,83,,26 November 2019
127,Lost Ember review,90,,26 November 2019
128,Star Wars Jedi: Fallen Order review,73,,25 November 2019
129,Nvidia GeForce GTX 1650 Super review,85,,23 November 2019
130,iBuyPower Intel Z390 i9-9900KS gaming desktop review,85,,21 November 2019
131,Narcos: Rise of the Cartels review,41,,20 November 2019
132,Origin Neuron (Corsair Carbide Variant) gaming PC review,80,,15 November 2019
133,Red Dead Redemption 2 review,88,,15 November 2019
134,Unity of Command 2 review,91,,15 November 2019
135,Need for Speed Heat review,75,,15 November 2019
136,The Legend of Bum-Bo review,72,,15 November 2019
137,Football Manager 2020 review,87,,14 November 2019
138,Stormland review,76,,13 November 2019
139,Blacksad: Under the Skin review,68,,13 November 2019
140,Age of Empires 2: Definitive Edition review,78,,12 November 2019
141,Razer Viper Ultimate wireless gaming mouse review,89,,07 November 2019
142,Gigabyte Aorus 17 YA gaming laptop review,70,,05 November 2019
143,Planet Zoo review,75,,05 November 2019
144,Xbox Elite Wireless Controller Series 2 review,97,,30 October 2019
145,Intel Core i9-9900KS review,88,,30 October 2019
146,Nvidia GeForce GTX 1660 Super review,86,,29 October 2019
147,Manifold Garden review,85,,28 October 2019
148,Afterparty review,80,,28 October 2019
149,Asus ROG Strix Flare gaming keyboard review,85,,25 October 2019
150,Call of Duty: Modern Warfare review,80,,25 October 2019
0,The Sims 3: Pets review,81,,26 November 2011
1,Stronghold 3 review,56,,25 November 2011
2,Renegade Ops review,83,,24 November 2011
3,Orcs Must Die! review,90,,24 November 2011
4,Bastion review,92,,22 November 2011
5,Nvidia 3D Vision Wired Glasses Review,79,,21 November 2011
6,Universe Sandbox review,84,,20 November 2011
7,Rock of Ages review,75,,20 November 2011
8,Sengoku review,71,,20 November 2011
9,Fallout: New Vegas Lonesome Road review,53,,19 November 2011
10,Tiger Woods PGA Tour 12: The Masters review,15,,19 November 2011
11,Shogun 2: Rise of the Samurai review,86,,19 November 2011
12,A Games of Thrones: Genesis review,62,,14 November 2011
13,Red Orchestra 2: Heroes of Stalingrad review,78,,13 November 2011
14,Hard Reset review,58,,13 November 2011
15,Call of Duty: Black Ops Rezurrection review,50,,12 November 2011
16,Driver: San Francisco review,80,,12 November 2011
17,Call of Juarez: The Cartel review,35,,12 November 2011
18,Saints Row: The Third review,83,,11 November 2011
19,Call of Duty: Modern Warfare 3 review,79,,10 November 2011
20,The Elder Scrolls V: Skyrim review,94,,10 November 2011
21,Pro Evolution Soccer 2012 review,84,,09 November 2011
22,Trackmania 2: Canyon review,83,,09 November 2011
23,Battlefield 3 review,80,,03 November 2011
24,Football Manager 2012 review,84,,28 October 2011
25,Age of Empires Online review,65,,16 October 2011
26,Call of Duty: Black Ops Annihilation review,47,,15 October 2011
27,Deus Ex: Human Revolution Missing Link review,90,,14 October 2011
28,Panzer Corps review,81,,09 October 2011
29,Desktop Dungeons review,81,,09 October 2011
30,Garbage Truck Simulator 2011 review,32,,08 October 2011
31,Arma X: Anniversary Edition review,89,,08 October 2011
32,Gods & Heroes: Rome Rising review,66,,08 October 2011
33,Rage review,84,,04 October 2011
34,FrontPoint Security Review,90,,30 September 2011
35,Limbo review,92,,25 September 2011
36,F1 2011 review,88,,22 September 2011
37,Dead Island review,82,,19 September 2011
38,Fifa 12 review,90,,14 September 2011
39,Space Pirates and Zombies review,67,,12 September 2011
40,Tropico 4 review,72,,11 September 2011
41,Space Marine review,82,,06 September 2011
42,FEAR 3 review,75,,28 August 2011
43,Team Fortress 2 review,96,,27 August 2011
44,Deus Ex: Human Revolution review,94,,22 August 2011
45,Global Agenda review,80,,21 August 2011
46,From Dust review,73,,19 August 2011
47,Back to the Future review,53,,15 August 2011
48,Solar 2 review,82,,14 August 2011
49,Super Street Fighter 4: Arcade Edition review,92,,13 August 2011
50,Jamestown review,78,,02 August 2011
51,Spiral Knights review,51,,26 July 2011
52,FEAR 3 review,74,,21 July 2011
53,Mythos review,43,,16 July 2011
54,BEEP review,68,,10 July 2011
55,Lego Pirates of the Caribbean review,63,,10 July 2011
56,B.U.T.T.O.N. review,75,,10 July 2011
57,Bioshock 2: Minerva's Den review,81,,09 July 2011
58,Surgery Simulator review,29,,05 July 2011
59,Geek toys review: Star Wars FX Lightsabers,0,,30 June 2011
60,Hard Stuff: Nvidia GeForce GTX 590 review,93,,29 June 2011
61,Capsized review,86,,28 June 2011
62,Dungeons & Dragons: Daggerdale review,35,,25 June 2011
63,Fallout: New Vegas—Honest Hearts review,66,,25 June 2011
64,Pride of Nations review,79,,18 June 2011
65,Hunted: The Demon's Forge review,68,,18 June 2011
66,Dungeon Siege III review,78,,17 June 2011
67,Alice: Madness Returns review,82,,17 June 2011
68,Terraria review - 2011,79,,16 June 2011
69,Frozen Synapse review,89,,15 June 2011
70,Magicka: Vietnam review,72,,12 June 2011
71,Hector: Badge of Carnage review,82,,12 June 2011
72,Risk: Factions review,74,,11 June 2011
73,Duke Nukem Forever review,80,,10 June 2011
74,Anomaly: Warzone Earth review,88,,10 June 2011
75,Red Faction: Armageddon review,84,,02 June 2011
76,Fable 3 review,65,,31 May 2011
77,Dirt 3 review,88,,31 May 2011
78,Razer StarCraft 2 Banshee review,60,,23 May 2011
79,Brink review,76,,20 May 2011
80,The Witcher 2 review,89,,19 May 2011
81,Geek toys review: Skitterbot!,0,,19 May 2011
82,Revenge of the Titans review,77,,05 May 2011
83,Darkspore review,60,,27 April 2011
84,Black Ops: First Strike review,46,,22 April 2011
85,Operation Flashpoint: Red River review,45,,21 April 2011
86,Fate of the World review,61,,21 April 2011
87,Tricky Trucks review,85,,19 April 2011
88,Portal 2 review,94,,19 April 2011
89,Champions Online review,70,,14 April 2011
90,DCS: A-10C Warthog review,92,,07 April 2011
91,Men of War: Assault Squad review,81,,01 April 2011
92,The Sims Medieval review,70,,31 March 2011
93,Shift 2: Unleashed review,81,,29 March 2011
94,Assassin's Creed: Brotherhood review,86,,28 March 2011
95,Greed Corp review,78,,28 March 2011
96,Crysis 2 review,89,,22 March 2011
97,White Gold review,59,,20 March 2011
98,The Precursors review,47,,19 March 2011
99,Rift review,85,,16 March 2011
100,Homefront Review,79,,15 March 2011
101,Cities in Motion review,67,,12 March 2011
102,Total War: Shogun 2 review,92,,11 March 2011
103,Dragon Age 2 review,94,,08 March 2011
104,Dawn of War 2: Retribution review,88,,02 March 2011
105,Gemini Rue review,81,,01 March 2011
106,Bulletstorm PC review,80,,22 February 2011
107,SpaceChem review,89,,17 February 2011
108,Gray Matter review,74,,16 February 2011
109,Tron: Evolution review,29,,12 February 2011
110,Bloodline Champions review,74,,11 February 2011
111,Breach Review,81,,08 February 2011
112,Magicka review,69,,08 February 2011
113,Back to the Future: Episode One review,45,,07 February 2011
114,Dungeons review,77,,07 February 2011
115,Two Worlds 2 review,82,,04 February 2011
116,Create review,60,,02 February 2011
117,Lord of the Rings Online review,83,,02 February 2011
118,Dead Space 2 review,87,,28 January 2011
119,Monday Night Combat review,91,,27 January 2011
120,DC Universe Online Review,88,,26 January 2011
121,Deathspank Review,72,,23 January 2011
122,Patrician IV Review,48,,22 January 2011
123,Tom Clancy's HAWX 2 Review,30,,21 January 2011
124,Shank Review,39,,20 January 2011
125,The Ball Review,81,,18 January 2011
126,Need for Speed: Hot Pursuit review,78,,23 December 2010
127,Battlefield: Bad Company 2 Vietnam Review,90,,21 December 2010
128,World of Warcraft: Cataclysm Review,93,,20 December 2010
129,Star Wars: The Force Unleashed II Review,55,,17 December 2010
130,ArmA 2: Private Military Company review,69,,14 December 2010
131,Super Meat Boy review,90,,10 December 2010
132,Bejeweled 3 Review,84,,09 December 2010
133,Chime review,73,,02 December 2010
134,League of Legends champion appraisal: Irelia,0,,24 November 2010
135,Lost Planet 2 review,59,,18 November 2010
136,Cities XL 2011 review,71,,18 November 2010
137,Call of Duty: Black Ops review,64,,17 November 2010
138,Lego Universe review,78,,11 November 2010
139,Football Manager 2011 review,84,,05 November 2010
140,Team Fortress 2 Polycount Pack review,81,,03 November 2010
141,Victoria 2 review,76,,02 November 2010
142,Mass Effect 2: Lair of the Shadow Broker review,65,,02 November 2010
143,Lara Croft and the Guardian of Light review,87,,02 November 2010
144,Broken Sword: Shadow of the Templars - Director's Cut review,69,,31 October 2010
145,Sam & Max: Season 3 Episode 5 review,74,,24 October 2010
146,Sam & Max Season 3 Episode 4 review,55,,23 October 2010
147,King's Bounty: Crossworlds review,78,,23 October 2010
148,Fallout: New Vegas review,84,,19 October 2010
149,Final Fantasy XIV review,30,,18 October 2010
150,Recettear review,76,,18 October 2010
